,index,SAMPLE_ID,식품코드,DB군,상용제품,food_name,연도,지역 / 제조사,채취시기,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),에너지(kj),수분(g),수분(%),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),총 식이섬유(g),총 식이섬유(%),수용성 식이섬유(g),불용성 식이섬유(g),셀룰로오스(%),리그닌(%),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),구리(㎍),망간(㎎),망간(㎍),셀레늄(㎍),몰리브덴(㎍),요오드(㎍),염소(㎎),크롬(㎎),비타민 A(㎍),비타민 A(㎍ RE),레티놀(㎍),베타카로틴(㎍),비타민 D(D2+D3)(㎍),비타민 D2(㎍),비타민 D3(㎍),비타민 E(㎎),비타민 E(㎎ α-TE),알파 토코페롤(㎎),베타 토코페롤(㎎),감마 토코페롤(㎎),델타 토코페롤(㎎),알파 토코트리에놀(㎎),베타 토코트리에놀(㎎),감마 토코트리에놀(㎎),델타 토코트리에놀(㎎),토코페롤(㎎),토코트리에놀(㎎),비타민 K(㎎),비타민 K(㎍),비타민 K1(㎍),비타민 K2(㎍),비타민 B1(㎎),비타민 B1(㎍),비타민 B2(㎎),비타민 B2(㎍),나이아신(㎎),나이아신(㎎ NE),나이아신(NE)(㎎),니코틴산 (㎎),니코틴아마이드(㎎),판토텐산(㎎),판토텐산(㎍),비타민 B6(㎎),비타민 B6(㎍),피리독신(㎎),비오틴(㎍),엽산(DFE)(㎍),엽산 - 천연 엽산(㎍),엽산 - 합성 엽산(㎍),비타민 B12(㎎),비타민 B12(㎍),비타민 C(g),비타민 C(㎎),콜린(g),콜린(㎎),총 아미노산(g),총 아미노산(㎎),필수 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),비필수 아미노산(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인 (㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),콜레스테롤(㎎),총 지방산(g),총 필수 지방산(g),총 포화 지방산(g),총 포화 지방산(%),부티르산(4:0)(g),부티르산(4:0)(㎎),카프로산(6:0)(g),카프로산(6:0)(㎎),카프릴산(8:0)(g),카프릴산(8:0)(㎎),카프르산(10:0)(g),카프르산(10:0)(㎎),라우르산(12:0)(g),라우르산(12:0)(㎎),라우르산(12:0)(%),트라이데칸산(13:0)(㎎),미리스트산(14:0)(g),미리스트산(14:0)(㎎),미리스트산(14:0)(%),펜타데칸산(15:0)(㎎),팔미트산(16:0)(g),팔미트산(16:0)(㎎),헵타데칸산(17:0)(㎎),스테아르산(18:0)(g),스테아르산(18:0)(㎎),스테아르산(18:0)(%),아라키드산(20:0)(g),아라키드산(20:0)(㎎),아라키드산(20:0)(%),헨에이코산산(21:0)(㎎),베헨산(22:0)(㎎),트리코산산(23:0)(㎎),리그노세르산(24:0)(㎎),총 단일 불포화지방산(g),총 단일 불포화지방산(%),미리스톨레산(14:1)(g),미리스톨레산(14:1)(㎎),미리스톨레산(14:1)(%),팔미톨레산(16:1)(g),팔미톨레산(16:1)(㎎),팔미톨레산(16:1)(%),헵타데센산(17:1)(㎎),올레산(18:1(n-9))(g),올레산(18:1(n-9))(㎎),올레산(18:1(n-9))(%),박센산(18:1(n-7))(g),박센산(18:1(n-7))(㎎),가돌레산(20:1)(g),가돌레산(20:1)(㎎),에루크산(22:1)(㎎),에루크산(22:1)(%),네르본산(24:1)(㎎),총 다중 불포화지방산(g),총 다중 불포화지방산(%),리놀레산(18:2(n-6)c)(g),리놀레산(18:2(n-6)c)(㎎),리놀레산(18:2(n-6)c)(%),알파 리놀렌산(18:3(n-3))(g),알파 리놀렌산(18:3(n-3))(㎎),감마 리놀렌산(18:3(n-6))(g),감마 리놀렌산(18:3(n-6))(㎎),스테아리돈산(18:4)(%),에이코사디에노산(20:2(n-6))(g),에이코사디에노산(20:2(n-6))(㎎),에이코사트리에노산(20:3(n-3))(㎎),에이코사트리에노산(20:3(n-6))(g),에이코사트리에노산(20:3(n-6))(㎎),아라키돈산(20:4(n-6))(g),아라키돈산(20:4(n-6))(㎎),아라키돈산(20:4(n-6))(%),에이코사테트라에노산(20:4(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(g),에이코사펜타에노산(20:5(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(%),도코사디에노산(22:2)(㎎),도코사펜타에노산(22:5(n-3))(g),도코사펜타에노산(22:5(n-3))(㎎),도코사헥사에노산(22:6(n-3))(g),도코사헥사에노산(22:6(n-3))(㎎),도코사헥사에노산(22:6(n-3))(%),EPA와 DHA의 합(㎎),오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 올레산(18:1(n-9)t)(㎎),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산 (18:2t)(㎎),트랜스 리놀레산(18:3t)(g),트랜스 리놀레산(18:3t)(㎎),트랜스 리놀레산(18:3t)(%),냉산가용성물질(㎎),식염상당량(g),회분(g),폐기율(%),가식부(%),산가용성물질(%),카페인(㎎),성분표출처,발행기관,topic,topic_rate
1278,1295,D000238-ZZ-D10,D000238,음식,품목대표,오곡밥,2019,전국(대표),10월,밥류,250.0,g,0.0,0,388.816,0,153.247,0,11.952,1.3030000000000002,82.321,0.174,0.0,0.0,0.174,0.0,0.0,0,6.296,0,0,0,0,0,27.57,0.0,1.6740000000000002,61.71,183.916,283.065,113.895,2.0,0.24,0,1.07,0,4.0,0,0,0,0,0,0,0.0,8.763,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.31,0.36,0,0,0,0,0.11800000000000001,0,0.037000000000000005,0,0.415,0,0,0,0,0,0,0,0,0,0,39.12,0,0,0,0.0,0,0.0,0,0,0,0.0,0,438.83,1074.22,512.37,187.73,618.76,427.36,0,544.24,282.76,709.69,0,305.32,204.14,703.82,1092.79,2224.59,95.08,609.2,636.1,0,0,0,0,0,0,0.0,0,0,0.423,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.4,0,0,0.1,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.4,0,0,0.0,0,0.1,0,0,0,0,0,0,1.0,0,0,0.1,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1.177,0,0,0,0,식약처('14) 명절,식품의약품안전처,2.0,0.4828999936580658
1279,1296,D018186-ZZ-AVG,D018186,음식,품목대표,검정콩밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,330.0,0,119.4,0,9.1,2.2,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,0,0,0,0,0,26.05,0.76,0.0,28.27,103.01,171.12,6.87,4.54,0.25,0,0.97,0,2.1,0,0,0,0,0,0,0.0,19.73,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.41,0.33,0,0,0,0,2.54,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,17.46,0,0,0,0.0,0,0.0,0,0,0,7837.3,0,370.56,684.78,391.91,43.51,426.12,303.4,0,486.95,153.36,659.01,0,149.38,92.99,405.26,884.68,1599.68,359.58,411.04,415.1,0,0,0,0,0,0,0.0,0,0,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0.0,0,0,0,0,0,0,0.5,0,0,0.1,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.7,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,1.0,0.7677000164985657
1280,1297,D018189-ZZ-AVG,D018189,음식,품목대표,기장밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,331.0,0,118.2,0,6.9,1.1,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2.9,0,0,0,0,0,7.95,0.65,0.0,13.54,56.91,50.72,2.79,1.63,0.24,0,0.51,0,1.52,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.44,0.41,0,0,0,0,0.0,0,0.01,0,0.41,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0.0,0,0.57,0,0,0,5411.9,0,238.05,594.41,174.2,34.48,317.06,192.73,0,307.51,71.2,396.04,0,128.45,50.57,393.73,519.26,1155.47,249.76,282.63,306.33,0,0,0,0,0,0,0.0,0,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.2,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,2.0,0.4781000018119812
1281,1298,D018201-ZZ-AVG,D018201,음식,품목대표,보리밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,321.0,0,119.7,0,5.8,0.5,73.5,5.1,0.0,0.0,0.0,0.0,5.1,0,4.9,0,0,0,0,0,30.02,0.28,0.0,17.12,84.8,213.67,447.85,0.46,0.01,0,0.11,0,1.52,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.57,0.0,0,0,0,0,0.07,0,0.01,0,0.09,0,0,0,0,0,0,0,0,0,0,9.96,0,0,0,0.0,0,0.04,0,0,0,4787.95,0,153.09,424.24,166.08,107.93,285.92,163.04,0,216.05,102.3,373.09,0,155.08,80.14,276.72,434.81,1011.91,231.94,317.31,288.31,0,0,0,0,0,0,0.0,0,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.3,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.5,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,5.0,0.767799973487854
1282,1299,D018211-ZZ-AVG,D018211,음식,품목대표,수수밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,321.0,0,121.5,0,6.3,1.8,70.0,0.2,0.0,0.2,0.0,0.0,0.0,0,2.3,0,0,0,0,0,7.69,0.34,0.0,12.0,50.57,52.98,2.55,1.34,0.21,0,0.55,0,1.09,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.37,0.35,0,0,0,0,0.02,0,0.02,0,0.32,0,0,0,0,0,0,0,0,0,0,4.89,0,0,0,0.0,0,0.16,0,0,0,4851.08,0,197.06,543.04,154.97,74.74,277.82,173.48,0,253.58,55.13,360.9,0,107.76,57.35,337.9,470.59,1015.56,226.49,278.3,266.42,0,0,0,0,0,0,0.0,0,0,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0.0,0,0,0,0,0,0,0.3,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,4.0,0.767799973487854
1283,1300,D018217-ZZ-AVG,D018217,음식,품목대표,완두콩밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,276.0,0,129.2,0,5.9,0.3,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8,0,0,0,0,0,87.63,0.67,0.0,10.27,63.77,139.11,590.06,2.12,0.12,0,0.12,0,8.77,0,0,0,0,0,0,0.0,27.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.36,0.28,0,0,0,0,0.0,0,0.01,0,0.61,0,0,0,0,0,0,0,0,0,0,9.76,0,0,0,0.0,0,0.05,0,0,0,4798.08,0,175.75,463.47,192.27,6.24,276.46,181.45,0,233.98,99.29,404.52,0,146.49,74.32,291.53,500.16,976.81,237.11,237.53,300.71,0,0,0,0,0,0,0.0,0,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.2,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2.1,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,2.0,0.767799973487854
1284,1301,D018220-ZZ-AVG,D018220,음식,품목대표,잡곡밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,292.0,0,127.9,0,10.6,1.7,58.6,0.6,0.4,0.0,0.0,0.0,0.2,0,12.2,0,0,0,0,0,34.6,2.65,0.0,70.62,221.09,313.76,5.29,1.86,0.43,0,1.2,0,0.9,0,0,0,0,0,0,0.0,2.79,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.96,0.19,0,0,0,0,0.31,0,0.25,0,0.0,0,0,0,0,0,0,0,0,0,0,29.35,0,0,0,0.0,0,0.0,0,0,0,10411.52,0,397.2,861.99,537.74,167.07,576.22,375.24,0,568.38,237.5,566.53,0,260.93,130.86,469.9,803.55,2573.04,399.56,976.64,509.16,0,0,0,0,0,0,0.0,0,0,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.4,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0.0,0,0,0,0,0,0,0.9,0,0,0.1,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1.2,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,2.0,0.767799973487854
1285,1302,D018225-ZZ-AVG,D018225,음식,품목대표,차조밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,313.0,0,123.0,0,5.7,1.3,69.7,0.1,0.0,0.1,0.0,0.0,0.0,0,3.6,0,0,0,0,0,7.68,0.64,0.0,16.32,60.83,53.19,2.81,2.56,0.16,0,0.57,0,1.53,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.19,0.35,0,0,0,0,0.05,0,0.02,0,0.0,0,0,0,0,0,0,0,0,0,0,9.82,0,0,0,0.0,0,1.59,0,0,0,4664.52,0,194.5,526.79,151.16,30.12,266.85,173.77,0,251.89,48.86,352.17,0,102.31,53.5,325.94,461.42,974.45,227.14,264.81,258.86,0,0,0,0,0,0,0.0,0,0,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.4,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,8.0,0.767799973487854
1286,1303,D018226-ZZ-AVG,D018226,음식,품목대표,찰밥,2020,전국(대표),평균,밥류,280.0,g,0.0,0,429.0,0,171.9,0,12.3,0.5,94.0,1.4,0.0,0.1,1.3,0.0,0.0,0,8.1,0,0,0,0,0,30.13,0.61,0.0,58.71,156.78,470.7,9.35,2.5,0.35,0,1.49,0,1.68,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4.12,0.2,0,0,0,0,0.02,0,0.05,0,0.0,0,0,0,0,0,0,0,0,0,0,57.8,0,0,0,0.0,0,2.58,0,0,0,9921.72,0,332.79,866.89,544.87,70.28,565.84,391.15,0,442.52,267.93,759.53,0,300.25,130.52,535.95,1239.05,1908.97,444.01,505.49,615.69,0,0,0,0,0,0,0.0,0,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.3,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1.3,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,0.0,0.767799973487854
1287,1304,D018236-ZZ-AVG,D018236,음식,품목대표,팥밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,286.0,0,128.2,0,6.6,0.2,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0,5.2,0,0,0,0,0,14.25,0.67,0.0,29.27,100.42,166.12,7.12,1.41,0.15,0,0.83,0,0.67,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.41,0.35,0,0,0,0,0.09,0,0.03,0,1.63,0,0,0,0,0,0,0,0,0,0,17.26,0,0,0,0.0,0,52.9,0,0,0,6006.97,0,206.52,561.33,301.2,14.9,345.85,233.14,0,298.18,147.14,510.39,0,207.72,117.21,345.42,612.4,1157.19,282.36,300.76,365.24,0,0,0,0,0,0,0.0,0,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.2,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.5,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,5.0,0.767799973487854
1288,1305,D018239-ZZ-AVG,D018239,음식,품목대표,현미밥,2020,전국(대표),평균,밥류,230.0,g,0.0,0,396.0,0,131.6,0,7.1,1.1,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0,4.6,0,0,0,0,0,11.41,0.49,0.0,48.24,130.53,93.59,4.8,1.99,0.3,0,1.21,0,3.12,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0.84,0,0,0,0,0.17,0,0.03,0,1.4,0,0,0,0,0,0,0,0,0,0,40.47,0,0,0,0.0,0,1.85,0,0,0,6030.65,0,206.88,610.43,226.59,32.56,337.99,233.57,0,252.6,68.48,499.4,0,163.85,85.58,402.86,651.43,1224.51,329.97,329.56,374.4,0,0,0,0,0,0,0.0,0,0,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.4,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.3,0,0,0.0,0,0.0,0,0,0,0,0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.7,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,0.0,0.767799973487854
1289,1306,D018240-ZZ-AVG,D018240,음식,품목대표,흑미밥,2020,전국(대표),평균,밥류,200.0,g,0.0,0,348.0,0,112.7,0,6.5,0.2,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0,0,0,0,0,20.47,0.23,0.0,19.6,81.12,72.26,3.51,3.47,0.2,0,0.93,0,1.5,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.34,0.54,0,0,0,0,0.0,0,0.04,0,0.37,0,0,0,0,0,0,0,0,0,0,132.32,0,0,0,0.0,0,0.0,0,0,0,5601.99,0,245.16,549.38,202.5,50.8,323.32,208.93,0,327.08,97.39,464.27,0,159.82,70.69,346.24,562.45,1129.08,279.62,277.6,307.66,0,0,0,0,0,0,0.0,0,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.2,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.4,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처,2.0,0.767799973487854
1290,1307,D011029-ZZ-AVG,D011029,음식,외식,순수우유 소프트콘,2019,크리스피크림도넛,평균,아이스크림&빙과류,160.0,mL,0.0,0,351.0,0,0.0,0,7.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,13.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,식약처('19),식품의약품안전처,6.0,0.5131000280380249
1291,1308,D011030-ZZ-AVG,D011030,음식,외식,순수우유 초코콘,2019,크리스피크림도넛,평균,아이스크림&빙과류,180.0,mL,0.0,0,432.0,0,0.0,0,7.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,17.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,식약처('19),식품의약품안전처,6.0,0.513700008392334
1292,1309,D011032-ZZ-AVG,D011032,음식,외식,크리스피 아이스크림 콘,2019,크리스피크림도넛,평균,아이스크림&빙과류,165.0,mL,0.0,0,284.0,0,0.0,0,5.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,식약처('19),식품의약품안전처,7.0,0.767799973487854
1293,1310,D011124-ZZ-AVG,D011124,음식,외식,플레인,2019,요거프레소,평균,아이스크림&빙과류,120.0,mL,0.0,120,220.0,0,0.0,0,3.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,식약처('19),식품의약품안전처,12.0,0.767799973487854
